	ADNP	AEBP1	AKNA	ARNT2	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH8	CBX2	CXXC4	DACH1	DZIP1	EGR3	ELF4	ETS1	ETV1	FEV	FOXA1	FOXA2	FOXP2	GATA2	GATA4	GATA6	GLIS2	GRHL3	HES4	HES6	HEYL	HHEX	HIC1	HIF1A	HMGN3	HOMEZ	HOXB9	HSF2	INSM1	ISL1	JAZF1	KCNIP3	LHX1	LMX1A	LMX1B	LTF	MAFA	MAFB	MAFF	MLXIPL	MXI1	MYRF	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NKX2-2	NKX6-1	NPAS3	NR4A2	NR4A3	ONECUT1	ONECUT2	ONECUT3	PAX4	PAX6	PBX1	PDX1	POU2F2	POU6F1	PRDM16	PROX1	RFX2	RFX3	RFX6	RORC	SIM1	SMAD9	SOX4	SPIB	ST18	TEAD1	TEAD2	TFCP2L1	TGIF2	TP73	TSHZ1	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP82	ZFP90	ZFP92	ZNF117	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853
LOC100188947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100216479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51642	0	0	0	0	-0.51187	0	0	0	0	0	0	-0.55753	0	0	0	0	0	0	0	0	0	0	0	0
LOC100216546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50028	0	0	0	0	0	0	0	0	0	0	0	0	0.61327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20419	0	0	0
LOC100272216	0	0	0	0	0	0	0	0.0038631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100294362	0	0	0	0	0	0	0	0	-0.055188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0013797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45971	0
LOC100505716	0	0	0	0	0.61741	0	0	0	0	0	0	0	0	0	0	0	-0.64528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004553	0
LOC100506178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.72861	0	0	0	0	0	0	0	0	0	0	0	-0.17053	0	0	0	0	0	0	0	0.99338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100652999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89859	0
LOC145837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2391	0.47254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC283335	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC283731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39349	0	0	0.387	0	0	0	0	0	0	0	0	0	0	0	0	0.58692	0	-0.088714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC284581	0	0	0	0	0.044702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5287	0	0	0	0	0	0	0	0	0	0	0	0	0.23482	0	0	0.70268	0	0
LOC286297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76118	0	0	0	0	0	0	0	0	0.57809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC389332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC400891	0	0	0	0	0	0	0	0	0	0.7987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC441204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC642366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4168	0	0	0	0	0	0	0.99227	0	-0.90549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC646214	0	0	0	0	0.42908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.081816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72861	0	0	0	0.9484	0
LOC646903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.41791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC653513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015453	0.65508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.53394	0	0	0	0
LOC727896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22172	0	0	0	0	0	0	0	0.33858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.30698
LOC728392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LONRF2	0	0	0	0	0	0	0.85858	0	0	0	0	0	0	0	0	-0.32947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.010624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.85858	0	0	0.46109	0	0.027318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42688	0.5287	0
LPPR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.64528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4186	0	0.043046
LPPR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6508	0	0	0.17715	0	0	0	0	0	0.069536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26987	0	0	0	0	0	0	0	0	0	0	0	0
LRAT	0	0	0	0	0	0	0	-0.44054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRFN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.17867	0	0	-0.51462	0	0	0	0	-0.7936	0	0.31609	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19288	0
LRIG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61327	0	0	0	0	0	0.016832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44785	0	0	0	0	0	-0.43005	0	0	0	0	0	0	0.20088	0	0	0	0	0	0	0	0	0	0	0	0	-0.71703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRP4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.84244	0	0	-0.1181	-0.14473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12141	0	0	0	0	-0.083057	0.65508	0	0	0	0.88411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC10B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7936	0	0	0	0	0	0	0	0	0.46854	0	0	0	0	0	0	0	0	0.94371	0	0.50304	0	0	0	0	0	0	0	0	0	0	0.44992	0	0	0	0	0	0	0	0	0.24641	0	0.24641	0.69288	0	0	-0.63383	0	-0.21882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC16B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077401	0	0	0	0	0	0.45075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.060292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRC49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34437	0	0	0	0.2242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075331	0.28284	0	0	0	0	0	0	0	0	0.069536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76738	0	0	0	0	0.74986	0	0.27414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRRTM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49462	0	0	0	0	0	0.055188	0	0	0	0	0	0	0	0	0	0
LSAMP	0	0	0	0	0	0	0.83444	0	0	0	0	0	0	0	0	-0.85334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.50442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60541	0	0	0	0	0	0	0
LSP1	0	0	0	0	0	0.7878	-0.32809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28284	-0.35458	0	0	0	0.77359	0	0	0	0	0	-0.51187	0	0	0	0	0.19054	0	0	0	0	0	0	0	0.61741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38093	0.097406	0	0	0	0	0	-0.61741	0.41529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57809	0.50028	0	0	0	0	0	0	0	0	0	0	0	0.20875	0	0	0	0.31043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LTF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.013935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57809	0	0	0	0
LY6H	0	0	0	0	0	0	0	0	0.29084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LYPD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26118	0	0	0	0	0	-0.35844	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.74986	0	0	0	0	0	0	0	0	0	0	0.55753	0	0	0	0	0	0	0	0	0	0.068295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90204	0	-0.74986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LZTS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69826	0	0.31747	0	0	0	0	0	0	0	0	0	0	0.54815	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAD2L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.17812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.087748	0	0	0	-0.37114	0.19288	0.76738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.77359	0
MAFA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84244	0	0	0	0	0	0	0	0	0	0	0	-0.41529	0	0	-0.84244	0	0	0	0	0	0	0	0	0	0.17467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAFB	0	0	0	0	0.98662	0	0	0	0	0	0	0	0	0	-0.76738	-0.7769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53159	0	0	0	0	0	0	0	0	0	0	-0.7769	0	0	0	0	0.22351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAFF	0	0	0	0	0	0	0	0	0.52594	0	0	0	0	0	0	0.71703	-0.2947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16322	0.81002	0	-0.5694	0.5694	-0.85858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAGEA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53394	0	0.063052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56554	0	0	0	0	0	0	0
MAGED1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.91391	0	0	0.63976	0.39349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.093819	0	0	0	0	0	0	-0.91887	0	0	-0.21082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.84244	0	0	0	0	0	0	0	0	0	0.41832	0	0	0	0	0	0	0	0	-0.40811	0	0	0	0	0	0.0067605	0	0	0	0	0	0	0	0	0	0	0	0	-0.62376	0	0
MALAT1	0	0	0	0	0	-0.049531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.031733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12486	0	0	0	0	0	0	-0.029525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44164	0
MAML3	0	0	0	0	0	0	0	0	-0.066363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.050497	0	0.1944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7936	0	0.14059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MANEAL	0	0	0	0	0	0.5694	0.76118	0	0	0	0	0	0	0	0	-0.93405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.030629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5992	0	0	-0.57809	0	0	0.56222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP1A	0	0	0	0	0	0	-0.55753	0	0	0	0	0	0	0	0	0	0	0.30602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15797	0	0	0	-0.089542	0	0	0	0.56222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46551	0.12403	0	0	0	0.5516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45723	0	0.84851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50442	0.31402	0	0	0	0	0	0	0.024834	0	0	0	0	0	0	0.91887	-0.12804	0	0	0.54236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31319	0	0	0.1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99558	0	0	0	0	0.33582	0.50759	-0.5694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAP3K12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.096302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66722	0	0	0	0	-0.38093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.39639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85334	0.7878	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42301	0	0	0	0	0	0	0	0	0	0	0	0
MAP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.17136	0	0	0	0.97434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.68709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82354	0	0	0	0	0	0	0	0	0.50442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57423	0	0	0
MAPK12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.094647	0	0	0	0	0	0	0	0	0	0	0	0	-0.43143	0	0	0	0	-0.84851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59106	0	0	0.12238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91004	0	0.70268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MAPK4	0	0	0	0	0	0.73951	0.51462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.053118	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92757	0	0	0.34989	0.58375	0	0	0	0	0.17991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49683	0	0
