	100_24h(24hpi)	100_24h(48hpi)	100_24h(72hpi)	100_24h(96hpi)	0_24h(24hpi)	0_24h(48hpi)	0_24h(72hpi)	0_24h(96hpi)
ADAMTS5	4.8511	4.9691	5.2634	4.9878	4.5706	4.5706	4.5706	4.5706
ADAMTS6	6.0887	6.2779	5.9199	6.5121	6.3492	5.9547	6.0166	6.1277
ADAMTS7	8.2009	7.8587	7.7277	7.3499	 7.246	7.4228	7.2148	7.0625
ADAMTS8	4.5706	 5.606	5.5845	5.0008	4.9681	5.1207	5.2259	5.0505
ADAMTS9	10.2182	10.9176	11.0731	10.5729	10.5229	10.8378	11.1812	 10.652
ADAMTS9-AS2	5.8731	5.7985	6.1759	6.3398	5.9389	6.1506	6.2654	6.3901
ADAMTSL1	4.5706	5.2116	5.9778	6.2313	4.5706	4.5706	4.5706	4.5706
ADAMTSL2	7.0137	6.6055	7.6331	7.3225	4.8304	4.8653	4.8401	4.5706
ADAMTSL3	6.2123	7.0201	6.5956	7.3046	6.7755	 6.492	7.1916	6.9464
ADAMTSL4	8.0311	7.2774	6.8726	6.9544	7.2514	7.1869	 7.079	6.6477
ADAMTSL5	9.6442	9.4245	9.4227	9.6764	9.8301	9.4323	9.7026	9.7491
ADAP1	10.8029	10.7151	11.2647	11.1405	10.6107	 11.068	11.0631	11.4822
ADAP2	4.5706	5.0257	5.0628	4.5706	4.9681	5.0477	4.9511	4.8734
ADAR	12.7941	12.9592	12.8239	12.7375	12.8285	12.8659	12.7728	12.6979
ADARB1	8.6281	8.7024	8.0637	7.9664	9.2736	8.6015	8.2681	8.1635
ADARB2	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
ADAT1	8.3325	 8.449	8.1202	8.1959	8.4509	8.2539	8.0486	8.0462
ADAT2	7.7445	7.4609	6.7905	6.5472	8.0359	7.1869	6.9085	6.3349
ADAT3	7.9068	7.7096	7.9241	7.8655	7.3807	7.6863	 7.608	7.8927
ADC	6.6795	6.8652	7.8476	7.9447	6.4486	7.1712	7.9644	8.0441
ADCK1	7.4619	7.2155	6.9844	6.7287	7.4307	 7.048	6.7878	6.5926
ADCK2	  8.98	8.6079	8.8561	8.5979	8.5062	8.9118	  8.66	8.8331
ADCK3	10.8852	10.5094	10.2222	9.96694	10.6196	10.7466	9.92259	10.0962
ADCK4	9.7639	9.5121	9.5642	9.4782	 9.304	9.5338	 9.365	9.5441
ADCK5	9.0232	9.0171	9.1845	 9.253	8.7182	9.2638	8.9472	9.4366
ADCY1	6.8765	8.5557	7.5537	7.8146	6.1373	 6.893	6.7069	6.6447
ADCY10	4.5706	5.3088	5.3527	5.3682	5.1043	5.1207	 5.412	5.3658
ADCY10P1	7.1222	7.5635	6.8226	7.6202	7.5643	7.4313	7.6223	7.4191
ADCY2	4.5706	5.8808	7.3569	 7.471	4.5706	4.5706	 5.036	5.2429
ADCY3	8.4213	6.8885	6.2564	 5.689	8.1275	6.9609	6.3989	5.8818
ADCY4	6.1521	 6.372	6.6587	7.1351	6.3787	6.3826	6.7545	6.5262
ADCY5	5.9499	6.7805	6.4366	6.4618	5.9389	5.9889	5.9544	5.6818
ADCY6	11.9892	12.5329	12.6532	13.0485	 12.007	12.6282	13.1102	13.1173
ADCY7	8.3842	 8.021	7.5465	7.6496	8.3893	7.7004	 7.651	7.2985
ADCY9	 8.819	9.0894	9.0895	9.4339	8.8825	9.0874	9.1908	9.5872
ADD1	12.3193	12.5913	12.6496	12.5543	12.4216	12.6296	12.7045	12.6534
ADD2	5.0231	5.6342	4.9652	5.2471	4.5706	4.5706	4.5706	4.5706
ADD3	12.9932	12.6271	12.2702	12.0576	13.2264	12.6595	12.5454	12.1157
ADGB	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
ADH1A	7.2732	7.1612	6.8363	7.2306	6.9064	7.4522	6.8116	7.1153
ADH1B	7.9645	8.8407	8.1127	8.3662	8.2707	8.6625	8.3886	8.3491
ADH1C	10.3669	11.0684	10.4651	10.4645	10.6463	10.9945	10.5787	10.5151
ADH4	5.3555	5.4924	5.3681	5.4531	 5.131	5.3944	5.1072	5.1239
ADH5	11.7296	11.4425	11.4073	11.1613	11.4119	11.6405	11.3191	11.3939
ADH6	 8.419	7.1119	6.6276	6.4583	7.9992	6.9145	6.1152	5.9859
ADH7	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
ADHFE1	7.7507	7.8903	7.3675	7.5824	8.0146	7.9844	7.9879	7.4741
ADI1	10.9232	11.0018	10.8367	11.0275	11.0055	11.0736	10.7715	11.2074
ADIPOQ	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
ADIPOR1	10.7966	10.7863	11.1832	11.1176	10.7928	10.8766	11.1068	11.2845
ADIPOR2	11.4875	11.7624	12.2806	12.2113	11.5063	11.9287	12.3725	 12.582
ADIRF	 5.129	5.0954	4.9732	5.0965	4.8521	4.9725	5.1814	4.8485
ADK	9.0869	8.1244	7.6854	7.4055	9.1667	7.8698	7.5031	7.3469
ADM	10.3801	10.7772	11.9811	11.3403	10.2267	11.1344	11.9805	11.9063
ADM2	8.6862	8.6226	9.3317	9.2619	8.5629	9.1169	9.2389	9.5319
ADM5	6.3772	6.1892	5.3515	5.7339	6.3118	5.6123	5.6263	5.2429
ADNP	11.4516	11.4114	11.3093	11.3261	 11.529	11.3269	11.3515	11.2754
ADNP2	 9.8875	9.83335	9.92944	9.86475	9.88183	9.81653	10.0627	9.96112
ADO	9.6653	9.3805	9.1426	8.9207	 9.444	9.3063	8.9252	8.8726
ADORA1	5.2524	5.0475	5.4152	5.3104	 5.131	4.9725	5.2547	5.2462
ADORA2A	7.6675	7.1506	8.1806	8.0478	5.6034	6.1506	6.9393	7.3083
ADORA2A-AS1	5.3555	 5.262	5.7491	5.6243	4.5706	4.9867	5.3252	5.2992
ADORA2B	9.0893	8.3482	8.6828	8.4347	8.8241	8.5086	8.6459	8.4839
ADORA3	4.5706	4.5706	4.5706	4.8689	4.5706	4.5706	4.5706	4.5706
ADPGK	9.8802	 9.699	 9.713	9.4862	9.7879	9.6864	9.6582	9.5752
ADPRH	6.4215	6.5765	6.0166	5.8817	6.6009	6.6906	6.1149	6.0561
ADPRHL1	7.1138	6.9027	 6.666	6.3398	7.0259	7.2057	6.4083	6.4902
ADPRHL2	 9.834	9.5023	9.9404	9.5054	 9.474	9.7681	9.5575	9.7109
ADPRM	7.2577	7.4338	 7.593	7.3983	7.2621	7.5499	7.4426	7.7057
ADRA1A	4.8326	4.8468	4.8557	4.8754	4.5706	4.5706	4.5706	4.5706
ADRA1B	5.3059	5.3893	5.3178	5.2884	 5.088	4.9867	5.1072	5.5161
ADRA1D	 5.129	5.1978	5.2499	5.1586	4.5706	4.9867	5.3252	 5.173
ADRA2A	12.1342	10.6963	9.88126	9.36326	11.6753	10.7952	9.66317	9.18174
ADRA2B	5.3046	5.3603	5.5015	5.4218	 5.131	5.2864	5.3581	5.2462
ADRA2C	8.2054	8.3536	8.5129	8.0691	7.9196	8.7367	7.4607	7.8731
ADRB1	5.5341	5.5119	6.1534	5.9778	5.7387	5.6494	6.0262	6.2267
ADRB2	6.7042	6.8533	7.5318	7.2515	6.7755	6.6769	7.2882	7.0092
ADRB3	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
ADRBK1	11.5012	11.4467	11.8201	11.7192	11.1022	11.4801	11.7118	11.8618
ADRBK2	9.45652	9.74786	 9.6362	10.1358	9.31602	 9.6631	9.89723	10.0944
ADRM1	10.6818	10.5978	10.7546	10.4177	 10.539	10.5681	10.3605	10.5593
ADSL	9.8789	9.2376	8.9683	8.4138	9.7603	9.1214	8.5092	8.1254
ADSS	10.5597	10.5875	10.3671	10.2935	10.5972	10.7081	10.3948	 10.466
ADSSL1	 6.981	  6.78	7.0722	7.2095	 6.557	 6.509	7.1107	6.8332
ADTRP	6.0102	7.3944	8.2591	8.6027	6.0718	7.4982	8.6745	8.9686
AEBP1	4.9667	5.0954	5.3033	5.3682	4.5706	 5.062	4.5706	4.8485
AEBP2	9.9184	9.8067	9.7499	9.6996	  9.98	9.9034	9.9565	9.7767
AEN	10.1889	10.0206	9.78648	9.47765	10.1452	9.99405	9.15097	 9.3873
AES	13.2804	13.3407	13.6316	13.4014	12.9842	13.4694	13.3823	13.5617
AF035281	7.7309	7.6297	 6.908	7.3514	7.5957	7.3242	6.9803	 6.797
AF047486	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AF055024	6.5945	6.2602	6.3655	6.1632	6.1574	5.9059	5.9594	5.9859
AF063596	5.8186	5.8808	5.4992	6.2084	 5.854	5.6499	5.7989	6.1075
AF070569	7.9721	8.1433	8.3529	8.5868	7.2621	8.3982	8.8849	9.0523
AF070581	 5.129	7.0311	6.3005	6.8278	4.5706	4.5706	4.5706	4.5706
AF072097	5.0549	5.1978	5.2328	5.2884	5.4486	5.2251	5.5671	5.0949
AF075112	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AF079515	11.4795	 11.126	11.5837	 11.259	11.5385	11.2934	11.3365	11.4178
AF085995	4.5706	4.5706	4.8557	4.8662	4.5706	4.5706	5.1005	5.0932
AF086102	4.5706	4.5706	4.5706	4.5706	4.8304	4.5706	 4.968	4.8734
AF086125	4.9667	4.8468	4.5706	4.5706	4.5706	4.5706	4.5706	4.8734
AF086126	6.5056	6.7642	 6.106	6.6978	 6.962	6.5395	6.7878	6.7077
AF086132	6.4099	 6.282	5.7797	6.2643	6.4647	5.9177	6.0123	5.8619
AF086154	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AF086165	5.9055	4.5706	5.3178	4.5706	5.4901	5.3439	4.5706	4.8485
AF086184	4.5706	5.0475	5.0532	5.0854	4.8304	5.0477	5.1961	5.0932
AF086285	5.8408	5.7975	5.7176	5.6988	5.7945	5.7868	5.7165	5.4663
AF086288	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AF086346	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AF086351	5.0924	5.1565	5.3033	5.2329	5.0567	5.0477	5.2547	4.5706
AF086476	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.8734
AF088041	9.54801	10.0161	9.88363	10.3546	 9.8638	9.95158	10.1773	10.4533
AF090102	4.5706	5.3603	5.1639	5.2471	5.5295	4.5706	5.1697	4.5706
AF090939	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AF116693	6.9764	7.8741	7.5321	8.8783	7.4033	7.8367	8.3521	8.6022
AF119915	4.9667	5.1978	4.8689	 5.164	5.1483	 5.157	5.1309	5.3081
AF131837	4.5706	5.2566	5.2948	5.3446	4.5706	4.5706	4.5706	4.5706
AF143870	4.5706	4.8529	4.9732	5.0807	4.8304	4.5706	4.5706	4.5706
AF143871	5.0429	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AF157115	5.8463	6.4164	6.0308	6.6433	5.9639	6.0893	6.5391	6.6226
AF161442	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AF188711	4.5706	5.1204	5.2328	4.5706	4.5706	4.5706	5.5709	4.5706
AF198444	7.0177	7.8112	7.1432	8.2083	7.8809	7.2241	7.9151	7.4191
AF216583	4.5706	4.5706	4.8557	4.8689	4.8521	4.8552	4.8777	4.5706
AF258550	5.8463	6.0833	5.8005	5.6851	 5.854	6.0893	5.9458	5.7153
AF258560	5.5002	6.0441	5.9199	6.3316	 5.677	 5.458	6.3929	 6.179
AF268386	5.0549	5.4508	5.0628	 5.164	5.2524	5.2951	5.5709	5.3484
AF279780	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AF279782	4.5706	4.8341	4.5706	4.5706	4.8304	4.8469	4.5706	4.5706
AF289551	10.5406	11.2073	10.7798	11.4851	10.9037	10.8121	11.5285	11.2535
AF339801	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AF339817	 8.588	8.5291	8.0123	8.3669	8.2707	8.0615	8.2449	7.8927
AF401214	6.4426	6.7271	 6.908	6.7481	6.8071	 6.859	6.7273	6.6766
AF420437	6.1131	6.3159	5.9502	6.9052	6.0048	 5.864	6.8026	 6.717
AF520419	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AF520792	6.2316	6.5409	6.4198	6.7736	6.3841	6.5587	6.8315	6.8002
AF520793	4.9667	5.0257	4.5706	5.5635	5.2985	4.8552	5.3159	5.0932
AFAP1	 10.822	11.1947	11.2411	11.3133	10.6224	11.1479	11.4023	11.2865
AFAP1-AS1	5.3046	5.6514	5.3515	5.8583	5.4486	5.6519	5.8505	 5.625
AFAP1L1	6.4911	6.6543	6.7623	6.4583	6.6707	6.6973	 6.597	6.4096
AFAP1L2	7.7615	7.9675	8.0504	8.1923	7.9652	8.0048	7.9781	7.9989
AFF1	 11.534	11.8165	11.5192	11.8943	11.9528	 11.647	 12.001	11.7348
AFF2	4.5706	5.8004	4.9732	5.0965	4.5706	4.5706	4.8521	4.5706
AFF3	4.5706	5.0257	4.5706	5.0854	4.5706	4.8469	4.8521	4.5706
AFF4	12.2314	12.5442	12.4467	12.7212	12.4422	12.4244	12.8805	12.6336
AFG3L1P	7.9539	8.4021	7.9608	8.7191	8.4313	8.0153	8.4724	8.3336
AFG3L2	10.6327	10.5901	10.5601	10.4978	10.7775	10.7513	  10.41	 10.687
AFM	4.5706	4.8468	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AFMID	 9.254	 8.881	9.1988	9.3309	9.1112	9.0986	9.2901	9.4189
AFP	5.1478	 5.606	5.5795	5.6623	5.0567	5.6519	5.7165	5.8879
AFTPH	10.6179	10.9059	10.9567	 10.994	10.9256	10.9764	11.1815	 11.189
AGA	8.7227	8.2902	8.3757	8.2543	8.6926	8.4328	8.3485	8.4708
AGAP1	10.9272	10.6104	 10.546	10.6514	 10.874	  10.68	10.7183	10.8688
AGAP11	5.7903	6.1817	5.4531	6.4583	6.2399	5.7777	6.4519	6.0759
AGAP2	5.4455	5.2947	5.2634	5.2948	5.3085	5.0793	5.0566	4.8744
AGAP2-AS1	6.9871	6.5925	6.9354	6.1991	 6.724	 6.765	6.4826	6.1805
AGAP3	10.7849	10.6105	 10.691	10.4827	10.3893	10.4922	10.1894	10.5321
AGAP4	7.6635	7.8164	7.8417	8.2566	7.7517	7.5329	8.2875	7.8784
AGAP5	7.5171	7.9109	7.6408	8.0638	7.9022	7.5131	8.3042	7.6981
AGAP6	8.1717	8.6079	8.0402	8.7834	8.5631	8.0677	8.6051	8.3254
AGAP7	7.4085	7.5512	7.4164	8.1756	7.5618	7.4444	7.7636	7.7347
AGAP8	7.7292	7.9813	7.9222	8.5516	8.0359	7.7834	8.5026	8.1635
AGAP9	9.15014	10.1352	9.41045	10.6514	9.95744	9.49064	10.5292	10.2818
AGBL1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AGBL2	6.0363	6.2976	5.9458	6.2429	6.1193	6.4649	6.3094	6.2267
AGBL3	5.0924	5.0475	 5.127	5.0008	5.2985	4.9867	5.2547	5.0505
AGBL4	5.0231	5.0954	4.8557	5.0807	5.0193	5.1371	5.1697	4.9981
AGBL5	9.2963	9.0423	9.0117	8.7133	9.1894	9.2163	9.0425	8.7163
AGER	7.4814	7.6126	7.5896	7.7349	7.5498	7.3638	7.6986	7.6297
AGFG1	11.3421	11.5861	11.6949	11.8143	11.5057	11.6887	12.0358	11.9659
AGFG2	9.74806	9.86478	10.0623	9.76409	9.85862	 9.9746	9.91391	9.99874
AGGF1	9.96102	10.0014	 9.8718	 9.7481	10.1148	10.0425	9.95652	9.80601
AGK	8.9838	8.6712	8.1019	8.2708	8.8374	8.3811	8.4085	7.9632
AGL	 10.186	 10.074	9.64549	9.92106	10.3555	10.1116	 10.009	9.88565
AGMAT	7.7001	7.2622	7.4946	7.2564	7.7393	7.4286	7.0182	7.2277
AGMO	5.4279	6.5162	7.4715	7.5644	5.6488	6.7442	7.4334	8.1254
AGO1	10.2956	10.2648	10.0273	10.0302	9.99102	9.92953	9.94232	10.0469
AGO2	9.1501	9.0788	8.9892	8.9963	9.0745	8.8081	 9.093	9.0407
AGO3	7.7796	8.0743	7.7761	8.0582	8.0795	7.7386	8.1714	7.7495
AGO4	9.84127	10.1397	10.0125	10.2959	10.0588	9.96152	10.4908	10.2068
AGPAT1	11.6869	11.5074	11.9161	11.8168	11.4682	11.6202	11.7754	11.9329
AGPAT2	12.9025	12.7349	13.7678	 13.479	12.2955	13.3684	 13.538	13.9877
AGPAT3	11.8978	11.9117	11.9611	 11.857	 11.881	12.0743	11.9013	11.9918
AGPAT4	7.9258	8.2702	7.9453	7.6127	7.6712	7.7752	7.6142	7.2985
AGPAT4-IT1	5.0924	5.5054	5.2328	5.2948	5.1483	 5.062	5.2547	5.3058
AGPAT5	10.1929	9.75387	9.46322	9.14166	9.77985	9.75652	9.45226	9.22295
AGPAT6	11.1291	11.1214	 11.211	11.2596	11.1614	11.1479	11.1024	11.3481
AGPAT9	6.8846	7.1506	7.6854	7.3421	6.6097	7.2498	7.9028	7.6222
AGPHD1	5.9743	5.9776	5.8381	6.2759	6.1574	5.9688	5.9458	5.9161
AGPS	10.8589	10.8554	10.8823	10.9963	11.0805	11.0064	11.0666	11.2202
AGR2	14.5907	  14.07	14.0146	 13.553	14.9961	14.2879	14.3207	13.8268
AGR3	11.0725	11.2338	11.2234	 10.994	11.2282	11.4614	 11.471	11.2065
AGRN	15.3153	14.9746	15.1841	14.8686	14.8532	15.1115	14.8576	14.9632
AGRP	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	 4.968	4.5706
AGT	9.86457	 10.324	10.3116	10.3485	8.63679	9.04215	8.76573	9.18426
AGTPBP1	8.8364	8.9672	8.8088	9.0842	8.9761	8.8458	9.0603	8.9989
AGTR1	5.4455	5.6636	 6.106	6.1632	5.1043	5.8282	6.1534	5.8879
AGTRAP	9.1856	8.6882	8.8196	8.3979	8.9761	8.9632	8.5614	8.5092
AGXT	4.8326	4.9427	5.1639	5.1586	4.5706	4.9867	4.9511	5.3658
AGXT2	4.5706	4.5706	4.8689	5.2948	4.5706	 5.062	4.8401	4.8744
AGXT2L1	4.8326	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AGXT2L2	10.1824	10.7863	11.1873	 11.577	10.2228	10.9466	11.5365	11.6733
AHCTF1	10.2916	10.3049	9.85214	10.3105	10.5578	10.1723	10.2229	10.2094
AHCTF1P1	 5.129	5.0579	 5.127	 5.519	5.3416	5.3425	5.3252	5.3633
AHCY	11.4919	10.3777	10.2404	9.44494	11.4525	10.6661	9.63019	9.36662
AHCYL1	 11.992	12.0179	12.2322	12.2648	11.9661	 12.059	12.2117	12.4049
AHCYL2	 9.9576	10.9681	11.4557	11.4624	10.0192	11.1176	11.7453	11.8129
AHDC1	 10.793	11.1444	11.2435	11.3541	10.6224	11.1098	11.4216	11.3534
AHI1	 8.522	8.6714	8.4215	8.7953	8.8885	8.5013	8.5489	8.4334
AHNAK	14.5491	14.6194	14.1064	14.9812	15.2357	14.6329	15.1164	14.9835
AHNAK2	10.9225	10.6308	9.79533	9.92255	11.2963	10.2123	10.2093	9.45728
AHR	12.6799	12.4903	12.4471	12.2785	 13.071	12.4992	12.5329	12.3097
AHRR	6.2194	6.4593	6.4367	6.7873	6.3991	 6.467	6.6947	6.6923
AHSA1	10.5554	10.1574	10.1161	9.86175	10.3587	10.0186	9.78145	 9.7802
AHSA2	9.98276	10.4017	9.93262	10.6788	10.5219	10.0379	10.5304	10.2837
AHSG	4.9053	4.9427	5.1381	4.8754	4.5706	5.0477	 4.968	 5.175
AICDA	4.5706	4.8341	4.5706	4.5706	4.9681	4.8469	5.0041	4.8734
AIDA	10.2633	10.1455	10.1592	10.1795	10.2619	10.1642	10.1873	 10.294
AIF1	4.5706	4.5706	5.2499	4.5706	4.5706	4.5706	4.5706	5.3058
AIF1L	7.7292	6.4593	6.0564	 5.404	7.3482	6.1899	5.9293	5.3944
AIFM1	10.1314	 9.7358	9.62133	 9.3421	10.2371	9.79205	9.33388	9.31477
AIFM2	9.4812	9.0498	9.3337	9.1184	9.4402	9.0927	9.0005	9.1443
AIFM3	7.2646	6.6543	7.0113	6.9423	6.8122	6.7027	6.9061	7.0691
AIG1	9.99808	10.3437	10.9973	10.8971	 9.8535	10.5974	10.8864	11.3393
AIM1	11.0352	11.6407	11.6048	 11.611	11.3205	11.7928	12.0407	11.8976
AIM1L	10.7656	11.0996	11.7471	11.6853	 10.881	11.1116	11.8462	11.9364
AIMP1	9.97761	9.65983	9.70528	9.67855	10.1368	 9.9267	 9.8405	9.83965
AIMP2	8.4509	7.9274	7.7225	 7.471	8.2551	7.6712	7.2361	7.4602
AIP	9.92373	9.48989	10.0853	9.74273	9.61998	10.0137	9.68997	10.0275
AIPL1	4.9406	4.9427	4.9916	4.8754	4.8521	4.8552	 5.036	5.2429
AIRE	4.8326	4.5706	4.5706	4.5706	4.5706	4.5706	4.8521	4.5706
AIRN	4.5706	4.5706	4.8501	4.5706	4.5706	4.5706	4.5706	4.5706
AJ011378	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AJ011981	5.1532	5.3436	4.5706	4.8662	5.0567	4.8552	4.8777	4.9981
AJ297365	6.0754	6.2791	6.4591	6.2084	5.8437	6.2669	5.9594	6.3703
AJ420422	7.4287	4.5706	7.8118	7.4167	6.4444	7.6721	 6.789	6.6766
AJ420489	5.9321	5.6922	5.6987	5.1586	4.5706	5.9782	5.4785	5.9859
AJ420595	5.7309	6.4452	5.8005	6.2504	6.0262	 6.065	6.3773	6.3502
AJ515158	4.5706	6.0884	5.8323	7.0318	4.5706	6.3466	4.8777	5.9381
AJAP1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AJUBA	11.6498	11.5258	11.6989	11.3117	 11.424	11.4919	11.4035	11.2625
AK000154	8.8315	 9.315	8.7999	9.8647	9.0317	8.9661	9.5801	 9.367
AK000451	6.2528	6.4309	6.2642	6.4077	 6.557	 6.292	 6.044	6.2267
AK000470	8.9303	9.0973	8.4254	8.6429	9.1198	8.6591	8.6104	8.3954
AK000798	4.9667	5.1324	4.8689	 5.164	5.4486	 5.203	5.1005	5.2992
AK000807	4.5706	4.8529	4.5706	4.5706	4.5706	4.9607	4.5706	4.5706
AK000840	4.5706	4.5706	4.5706	4.5706	4.5706	4.8552	4.5706	4.5706
AK000953	6.8946	6.6761	6.4198	6.0932	 6.838	6.7957	6.3929	6.2441
AK001057	5.9958	6.1397	5.7491	6.2429	6.1072	6.0413	6.3094	6.2267
AK001351	4.5706	4.8468	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AK001394	7.3486	7.0101	6.7623	6.5794	7.4024	6.7957	6.7106	6.2491
AK001533	6.4357	6.4691	6.2852	7.0019	6.3118	6.2465	6.8555	6.5028
AK001558	4.5706	4.5706	4.5706	4.9878	4.5706	4.5706	4.5706	4.5706
AK001582	5.0429	4.9691	4.5706	5.0854	4.5706	4.8469	4.8777	4.5706
AK001928	4.8326	4.8468	4.5706	4.5706	4.5706	4.8469	4.8777	4.5706
AK001975	6.5179	6.0639	6.1764	6.4618	6.2537	5.9059	6.5112	 6.179
AK021551	  5.91	6.2998	5.7678	6.0309	6.1193	6.1591	6.2175	5.8879
AK021563	5.1478	5.0954	5.1917	5.1586	 5.131	5.1847	5.4485	5.3058
AK021570	7.6684	8.4233	8.6265	9.6804	8.0549	8.5211	9.4685	9.4474
AK021664	6.0162	6.0529	5.9958	6.1991	6.3475	 5.686	6.1227	5.7509
AK021739	 5.686	5.4323	 5.127	5.2948	5.9295	5.3439	 5.526	5.4192
AK021876	5.3555	5.2116	5.2041	5.4218	5.1962	4.9725	5.1697	5.2992
AK021888	7.2026	7.5795	 6.845	7.4793	7.5468	7.4365	7.4334	7.1375
AK021933	6.4498	6.1024	6.0199	5.7678	6.3787	6.0013	6.0028	5.7509
AK021977	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.8485
AK022030	8.2708	8.5244	8.0857	8.8329	8.4174	8.3735	8.4404	8.4319
AK022382	6.0363	6.0233	5.5414	5.4718	5.9039	6.0644	5.9293	 5.625
AK022787	 5.975	 6.282	5.9778	6.7735	6.0493	7.0079	4.5706	4.5706
AK022793	4.8326	4.5706	4.8501	4.5706	 5.088	4.5706	5.0041	4.8744
AK022898	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AK022914	5.2524	5.1844	5.4595	5.8215	5.1483	5.5849	5.4047	5.5177
AK022915	9.67502	9.82503	9.95945	10.2954	9.61998	9.78826	 10.302	10.2976
AK022993	5.7033	5.8542	5.4531	5.6243	 5.782	5.7157	5.6263	5.3081
AK022997	5.3481	7.2155	 6.441	 6.117	4.5706	4.5706	 5.036	4.9995
AK023040	6.9329	7.1058	7.1324	7.2072	 6.709	7.1389	7.0564	7.3206
AK023159	6.8879	7.1314	7.3758	 7.572	6.9289	7.4143	7.3023	7.6297
AK023178	10.2083	11.6231	12.6107	12.9194	10.2016	11.8048	12.7845	12.9181
AK023304	4.5706	5.0954	4.5706	5.0854	5.0567	4.9607	5.1814	4.9981
AK023417	5.5002	6.1698	 5.404	6.3398	5.9846	   5.5	6.2446	6.1029
AK023457	6.9717	7.2545	7.1128	7.4118	 6.838	7.5398	 7.079	7.3916
AK023507	4.5706	4.5706	4.5706	4.9878	4.5706	4.5706	4.5706	4.8744
AK023515	4.9667	5.2566	5.1917	 5.164	5.1043	4.9725	5.2547	 5.175
AK023548	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AK023566	6.9764	7.7533	6.6088	8.2566	7.3735	7.1389	7.7671	7.6454
AK023614	4.5706	4.5706	4.8557	4.8662	4.8304	4.8552	4.5706	4.5706
AK023627	6.4587	6.4367	5.8381	6.5665	6.4357	6.0644	5.9906	6.5262
AK023809	5.1532	5.1565	5.0628	5.0807	5.3085	5.3165	5.1005	4.8485
AK024092	7.3458	 7.704	7.6483	8.5203	7.5643	7.3883	8.8427	 8.418
AK024119	5.0924	6.3339	5.7339	5.6851	4.5706	4.5706	5.0041	4.5706
AK024134	6.5945	6.2976	6.1764	 6.117	6.4444	6.2342	5.7722	6.1277
AK024141	 5.208	 5.242	5.2948	5.2269	5.6034	4.8653	5.1309	5.0505
AK024242	4.5706	5.2116	4.5706	5.0854	4.5706	4.8469	4.5706	4.5706
AK024243	5.7136	6.0034	5.4531	5.8583	5.3212	6.1899	5.8502	5.7189
AK024248	 7.889	8.6175	8.0247	8.7779	8.6487	 8.063	8.9124	8.0914
AK024535	5.6343	4.5706	 5.404	5.6851	5.1962	4.5706	5.3699	5.3484
AK024736	5.4279	5.7199	6.1549	5.9778	5.2548	5.6519	6.1722	6.0318
AK024936	4.8511	5.0257	4.5706	 5.164	4.8304	4.8552	5.0041	4.8734
AK024998	5.7136	5.6186	6.0564	6.2084	5.7387	5.6831	5.8676	6.3783
AK025061	4.5706	5.1978	4.9916	5.0008	 5.131	4.8653	 5.036	4.9981
AK025117	7.8284	  7.93	7.6258	8.0182	7.8626	7.6615	8.0721	7.7582
AK025127	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
AK025140	9.60425	9.61224	9.84428	9.80797	9.54569	9.92227	9.94707	10.0382
AK025288	4.5706	5.0257	4.5706	4.8754	4.5706	4.9867	4.8521	5.0949
