	ADNP	AHR	AKNA	ALX1	ALX4	ARID5A	ARID5B	ARNTL	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH7	ATOH8	BACH2	BCL6	BHLHE40	CBX2	CCDC169-SOHLH2	CDX2	CEBPA	CEBPD	CREB5	CXXC5	DACH1	DLX2	DLX5	DMBX1	DPF3	EBF1	EBF2	EBF3	EGR1	EGR2	EGR3	EGR4	EHF	ELF3	ELF4	ELF5	ESRRB	ESRRG	ETS1	ETV1	ETV4	ETV5	FEV	FLI1	FOS	FOSB	FOSL1	FOSL2	FOXA1	FOXA2	FOXB1	FOXC1	FOXC2	FOXE3	FOXJ1	FOXN3	FOXO1	FOXP2	GATA2	GATA3	GATA4	GATA6	GFI1	GLI1	GLIS2	GLIS3	HAND1	HES6	HEY1	HEY2	HHEX	HIC1	HIF1A	HIF3A	HIVEP2	HIVEP3	HMGN3	HOMEZ	HOXA10	HOXA9	HOXB2	HOXB3	HOXB9	HOXD1	HOXD4	HSF2	HSF4	INSM1	IRF4	IRF8	IRX1	IRX2	IRX3	ISL1	JAZF1	JUNB	KLF10	KLF11	KLF7	LHX1	LHX6	LHX8	LMX1A	LMX1B	MAFA	MAFB	MAFF	MECOM	MEF2C	MEIS2	MLXIPL	MNX1	MSX1	MSX2	MXI1	MYBL1	MYC	MYCN	MYRF	MYT1	MYT1L	NEUROD1	NEUROD2	NEUROG3	NFIA	NFKB2	NHLH1	NKX2-2	NKX2-8	NKX6-1	NKX6-2	NPAS1	NPAS3	NPAS4	NR2F1	NR4A2	NR4A3	OLIG3	ONECUT2	ONECUT3	OSR2	PAX4	PAX6	PBX1	PBX3	PDX1	PITX1	POU3F2	POU3F4	POU5F1	POU6F1	PRDM14	PRDM16	PRDM8	PTF1A	RARB	RELB	RFX2	RFX3	RFX4	RFX6	RORC	RUNX1	RXRG	SATB2	SCRT1	SHOX2	SIM1	SIX2	SKOR1	SOHLH2	SOX1	SOX3	SOX4	SOX9	SP5	SPIB	ST18	STAT1	STAT4	TBX2	TBX20	TBX3	TBX4	TCF24	TEAD1	TEAD2	TFAP2A	TFAP2B	TFCP2L1	TGIF2	TP63	TSHZ1	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP82	ZFP90	ZFP92	ZIC1	ZIC2	ZIC5	ZNF385B	ZNF503	ZNF835
NELL2	0	-0.51279	0	0.46603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.028717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81064	0	0	0	0	-0.63598	0	0	-0.58362	0	0	0	-0.28827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71864	0	0	0	0	0	0	0	0	0	0	0.8574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8266	0	-0.41811	0	0	0	0	0	0	0	0	0	0	-0.041896	0	0	0	0	0	0	0	0	0	0
NES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34341	0	0	0	0	0	0	0	0	0	-0.8198	0	0	0	0	0	0	0	0	0	0	0.8266	0	0	0	0	0	0	0.075194	-0.83439	0	0	0	0	0	0	0	0.87794	0	0	0	0	-0.90106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83665	0	0	0.1963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67984	-0.41811	0	0	0	0	0	0	0	0	0	0	0	0.2642	0	0	0	0	0	0.66279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEU4	0	0	0	0	0	0	0	0	-0.33037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32815	0	0	0	-0.052079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57481	0	0	0	0	0	0	-0.44331	0	0	0	0.99151	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41811	0	0	0	0	0	0	0	0	0	0	0.97703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76431	0	-0.18101	0	0	0	0	0	0	0	-0.81064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4513	0	0	0	0	0	0	0	0.65627	0	0	0	0	0	-0.28379	0	0	0.63598	0	0	0	0	0.034813	0	0	0	0	0	0	-0.6476	0	0	0	0	0	0	0	0	0	0.34774	0	0	0	0	0.45285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEURL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70187	0	0	0	0	0	0	0	0	0	0	0	0.60106	0	0	0	0	0	0.57932	0	0	0	0	0	0	0	0	0	0	0.60849	0	0.92097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57255	0.83858	0	0	0	0	0	0	0	0.12498	0	0	0.39866	0	0	0	0	0	0.8574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEURL1B	0	0	0	-0.15028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25641	0	0	0	0	0	0	0	0	0	0	0.55754	0	0	0	0	0	0	0	0	-0.36695	0	0	0	0	0	0	0	0.6654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33527	0	0	0	0	0	0	0	0	0.94084	0	0	0	0	0	0	0	0	0	0	0	0.75497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48908	0	0	0	-0.26938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD1	0	0	0	0	0	0	0	0	0.92791	0.15028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10247	0	0	0	0	0	0	0	0	0	0	-0.94084	0	0	0	0.44331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55666	0	0	0	0	0	0	-0.6476	0	0	0.94084	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34845	0	0	0	0	0	0	0	-0.8574	0	0	0	0	0	0	-0.89468	0	0	0.18858	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97378	0.92442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROD2	0	0	0	0.6476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38865	0	0	0	0	0.19137	0	0	0	0	0	0	0	0	0	0	0.087738	0	0.039288	0	0	0	0	0	-0.67269	0	0	-0.57227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041896	0	0	0	0	0	0	0	0	-0.33862	0	-0.016279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76237	0	0	0	0	0	0	-0.26564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60447	0	0	0	0	0	0	0	0	0.63041	0	0.029422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5296	0	0	0	0	0	-0.89782	0	0	0	0	0	0	0	0.29334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59894	-0.77854	0	0	0.35821	0	0	0	0	0	0	0.58418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NEXN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28929	0	0.80944	0	0.61149	0	0	0	0	0	0	0	0.078048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5222	0	0	0	0	-0.023855	0.52805	0	0	0	0	0	0	0.39426	0	0	0	0	0	0	0	0	-0.94753	0.87526	0	0	0	0.29602	0	0	0.014094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24922	0	0	0	0	0	0	0	0	-0.5296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28016	0	0	0	0	0	0	0	0	0	0	0	0	-0.5939	0	0	0	0	0	0	0	0	0	0	0	0
NFASC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95493	0	0	0	0	0	0	0	0	0	0	0	0.87794	0	0	0	0	0	0	0.97703	-0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29891	0.95493	0	0.43964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28901	0	0	0	0	0	0	0	0	0.46564	0	0	-0.13591	0	0	0	0.10247	0	0	0	0	0.6636	0	0	0	-0.92791	0	0	0	0	0	0	0	0	0	0	0.55134	0	0	0	0	0	0	0	0.11085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80405	0	0	0	0
NFIA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34517	0	0	0	0	0	0	0	0.11684	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90106	0.8081	0	0	0.76691	0	0	0	0	0	0	0	0	0	0	0	0	0.90106	0	-0.37269	0	0	0	0.68841	0	0	0	0	-0.47209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95493	0	0	0	0.51762	0	0	0	0	0	-0.80567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66385	0	0	0	0	0	0	-0.94753	0	0	0	0	0	0	0	0	-0.30285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5969	0	0	0	0	0	0	0	0	0	0	0	0
NFKB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34038	0	0	0	0	0	0	0	0.51392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62227	-0.39376	0.67984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45285	0	0	0	0	0	0	0	0	0	0	0	0	0.91445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.77893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33672	0	0.66219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFKBIZ	0	0	0	0	0	0	0	0	-0.17706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.075581	0	0	0	0	0	0	0	0	0.37269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89116	0	0	0	0	0.52533	0	0.24979	0	0	0	0	0	0	0	0.53386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24556	0	0	0	0	0	0	-0.53858	0	0	0	0	0	0	0	0	0	0.32854	0	0	0	0	0	0	0	0	0	0	0.43319	0.44475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8574	0	-0.99151	0	-0.30606	0	0	0.50201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NFRKB	0	0	0	-0.8574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32854	0	0	0	-0.75328	0	0	0	0	-0.74405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41279	0	0	0	0	0	0	0	0	0	0.45867	0	0	0	0	0	0	0	0	0	0	-0.48703	0	0	-0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62227	0	0	0.19507	0	0	0	0	0	-0.30606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95493	0.21949	0	0	0	0	0	0	0	0.95493	0	0	0	0	0	0	0	0	0	0	0	0
NGF	0	0	0	-0.72872	0	0	0	0	0	0	0	0	0	0	0	-0.38756	0	0	0	0	-0.45236	0	0	0	0	0	-0.1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61276	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84302	0	0	0	0	0.047322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71328	0	0	0	0	0	0	0.22449	0	0	0	0	-0.83439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54863	0	0	0	0.62607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95092	0	0	0	0	0	0	0	0	0	0	0	0	-0.90106	0	0	-0.05592	0	0	0	-0.058844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24271	0	0	0.025934	0	0	0	0	0	0	0	0	0	-0.13161	0	0	0	0	0.053665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NGFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75497	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56244	0	0	0	0	0	0	0	0.91794	0	0	0	0	0	0	0	0	0.40042	0	0	0	0	-0.6476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.016279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.11815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26712	0	0	0	0	0	0	0	0	-0.67639	0	0	-0.29891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NHLH1	0	0	0	0	0.0010571	0	0	0	0.48122	0	0	0	0	0	0	0	-0.041261	0	0	0	0	0	0	0	0	0	0.23658	0	0	0	0	0	0	0	-0.44591	0	0	0	0.58351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95493	0	0	0	0	0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35236	0	-0.37773	0	0	0	0	0	0	-0.81064	0	0	0	0	0	0	0	0	0	0	0	-0.062544	0	0	0	0	0	0	0	0	0	0	-0.92097	0	0	0	0	0	0	0	-0.61681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92791	0	0	0	0	0	0	0	0	0	0.089218	0	-0.48122	0	0	0	0	0.19866	0	0	0	0	0	0	-0.46681	0	0	0	0	0	0	0	0	-0.76691	0	0	0	0	0	0	0	0	0	0	0	0
NHS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35493	0	0	0.01117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068746	0.095666	0	0	0	0	0	0	0	0	-0.13295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63876	0	0	0	0	0	0	0	0.74027	0	0	0.62438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL4	0	0	0	0.38302	0	0	0	0	0	0	0	0	0	0	0	0	-0.31579	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12128	0	0	0.55666	0	0	0	0	0	0	0	0	0	0	0	0	-0.11815	0	0	0	0.52315	0	0	0	0	0	0	0.1432	0	0	0	0.81832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13108	0	0	0.67984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5815	0	0	0	0	0	0	0	0	0.58668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12079	0	0	0	0	-0.019415	0	-0.54242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.78087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN4	0	0	0	0	0	0	0	0.0074348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.21832	0	0	0	0	0	0	0	0	0	0	0	-0.85507	0	0	0	0	0	0	0	0	0	0	0	0	0.37569	0	0	0	0	0	0	0	-0.42537	0	0	0	0.30891	0	-0.36431	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31878	0	0	0	-0.75497	-0.59937	0.35916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87794	0	0	0	0	0	0	0	0	0	0	-0.098273	0	0	-0.42171	0	0	0	0	0	0	0	0	0	0	0	0
NKD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.84302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84302	0	0	0	0	0	0	0	0	0.18978	0	0	0	0	0.92442	0	0	-0.29996	0	0.75497	0	0	0.31103	0	0	0.87234	0	0	-0.4729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77442	0	0	0	0	0	0	0	0	0.43041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.17777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87794	0	0	0	0	0	0	0	0.71163	0	0	0	0	0	0.87794	0	0	0	0.78087	0	0	0	0	0	-0.74027	0	0	0	0	0	0	0	0	0	0.83858	0	0.17192	0	0	0	0.22833	-0.21431	0	0	0	0	0	0	0	0	0	0	0	0	0.642	0	-0.3939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33862	0	0	0	0	0	0.1697	0	0	0	0	-0.49796	0	0	0	0	0	0	0	0	0	-0.13295	0	0	0	0	-0.17223	-0.60303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX2-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61335	0	0	0	0	0	0	0	0.77967	0.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68629	0	0	0	0	0	0	0.40655	0	0	0	0	0	0	0	0	0	-0.049648	0	0	0	-0.53199	0	0.43319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87526	0	0	0	0	0	0	0.67685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40476	-0.78087	0	0.74278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NKX6-1	0	0	0	-0.90106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24556	0	0	0	0	0	0	0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1697	0	0	0.84302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87794	0	0	0	0	0	0	0	-0.064623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92791	0	0	0	0	0	0	0	0	-0.81832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12079	0	0	0
NKX6-2	0	0	0	-0.30606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.82111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28827	0.87526	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89116	0	0	0	0.55666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22364	-0.74405	0	0	0	0	0	0	0	0	0	0	0	0.82304	0	0	0	0	0	0	0	0	0	0	0	0	0.85078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45645	0	0	0	0	0	0	0.61335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31579	0	0	0	0.12128	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLGN1	0	0	0	0	0	0	0	0	-0.2185	0	0.68841	0	0.094856	0	0	0	0.65669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.42537	0	0	0	0	-0.33672	0	0	0	0	0.15729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34975	0	0	0	0	-0.43104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4519	0	0	0	0	0	0	0	0	-0.5296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
